"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ACOT12"	357.001024593477	0.437135457286734	0.173702727627049	2.51657221080196	0.0118502614035763	0.045999805118246
"ACOT13"	2775.13908766948	-0.0687904247525808	0.0806340559538603	-0.853118746648977	0.393593456423039	0.563472884225786
"ACOT2"	3230.68896325125	-0.0601933467838357	0.0971560923150223	-0.619552982726628	0.535552129548075	0.690125047064154
"ACOT4"	864.571050015521	-0.453623262362658	0.108477739263993	-4.18171751587406	2.89315285165195e-05	0.000526192174894198
"ACOT6"	183.104255577659	-0.507566183486	0.164460721825429	-3.08624562662912	0.00202701300216588	0.0121854993817178
"ACOT7"	4368.1499295562	0.230729810444713	0.137198790320745	1.68171898531547	0.0926233447758455	0.210657068016491
"ACOT8"	969.953043606372	-0.345318218893381	0.0885544229329308	-3.89950278547823	9.63904284583576e-05	0.00125378587918956
"ACOT9"	1369.15098485688	0.104637891379515	0.0945471116456805	1.1067275304152	0.268411748790694	0.436273910346249
"ACOX1"	14941.0460331076	0.0215921183254936	0.0671537152581009	0.321532743832649	0.747806702505364	0.847212685777901
"ACOX2"	6821.82851603372	-0.0279644197766381	0.0990812715581778	-0.28223719111455	0.777761642619132	0.868513147455472
"ACOX3"	1892.97146154266	-0.0161504916232313	0.0688030086940175	-0.234735252568041	0.814414224485995	0.892435398276745
"ACOXL"	46.1581685965786	-0.163531233694893	0.330059609528031	-0.495459695685682	0.620275665442247	0.756838656066218
"ACP1"	2200.28110711659	-0.0640700530956661	0.0772608020239374	-0.829269842109787	0.406951731949739	0.575250211520705
"ACP2"	2752.51846933725	-0.06769973608343	0.0730357967927098	-0.926939104608873	0.353958152386722	0.524592094188095
"ACP5"	7180.48251213974	0.0395970978099119	0.137081247629321	0.28885860389151	0.772689583230276	0.864817956615424
"ACP6"	1702.59858595118	-0.0983121779676274	0.121237485522269	-0.810905781690512	0.417419779769963	0.585343065297027
"ACPP"	1972.67262314023	0.122294006651868	0.203241467422694	0.601717790186611	0.547362005922648	0.700272599082411
"ACPT"	69.1117743151439	-0.412762444161939	0.19803369778984	-2.08430407939954	0.0371325165202319	0.108386293120684
"ACRBP"	163.377503369122	0.079666009234624	0.144605317393191	0.550920330391497	0.581688290096024	0.72791590762818
"ACSBG1"	65.1643637614986	-0.294357352351029	0.189226487626069	-1.5555821811411	0.119807478608774	0.251556145314179
"ACSBG2"	213.605699625307	-0.332756938577386	0.221444160537198	-1.50266747955853	0.132924812798421	0.271140086840452
"ACSF2"	23361.0097014083	0.0788162569264286	0.0699826268574178	1.12622604302934	0.260069852769887	0.426714382856097
"ACSF3"	2550.89899423005	-0.169026527409199	0.0620327325978229	-2.72479577040478	0.0064341272639988	0.0289485144118437
"ACSL1"	17952.0334370836	0.00846830982596626	0.120386241560909	0.0703428374884664	0.943920787543986	0.971069327182138
"ACSL3"	2335.16813608602	0.28277974562649	0.0730984446159347	3.86847828448661	0.0001095166875862	0.00137347845812087
"ACSL4"	4120.78726563123	0.320118163698758	0.122537142495997	2.61241740404723	0.0089904413414121	0.0374470857328249
"ACSL5"	701.801211160216	0.139974217860895	0.11436689303609	1.22390504931111	0.220988048607532	0.383324288395911
"ACSL6"	563.952059274053	0.15035989429885	0.195791806812038	0.767958050681847	0.442512107492217	0.608334564299294
"ACSM1"	147.843256459198	0.599910702595438	0.195979253964294	3.06109289866333	0.00220530659347387	0.0129889910474624
"ACSM2A"	29025.1120318063	0.548224234861171	0.14374207032656	3.81394419612637	0.000136766363021903	0.00163633567019028
"ACSM2B"	31041.7998887509	0.325572616388604	0.12932587763336	2.5174591686252	0.0118204669497674	0.0459049077268844
"ACSM3"	4192.91315546288	0.0583201717784928	0.173342779673114	0.336444193917229	0.736535927880417	0.840686172368164
"ACSM5"	2852.8776872352	-0.0531391563294006	0.207328138867801	-0.256304603029711	0.797715643238572	0.8812237729226
"ACSM6"	155.949194524073	-0.34628692533014	0.196950977103836	-1.75823918430002	0.0787068206047831	0.187318741747092
"ACSS1"	5541.18516737746	0.00621837811692002	0.0994321402114491	0.0625389145169381	0.950133673270908	0.974586708009657
"ACSS2"	8797.82502676903	-0.116109805988965	0.0537163102492925	-2.16153725842505	0.0306538620912215	0.0943001009070451
"ACSS3"	4369.79547996774	0.105954011767145	0.100871660383644	1.0503843335598	0.293541445562654	0.463558966047205
"ACTA1"	59.6084052510608	-3.48659508731838	0.674367058576053	-5.17017408098259	2.3387602858059e-07	1.40399214500006e-05
"ACTA2"	2378.24160331901	0.100818633999073	0.186392929299015	0.540893017660222	0.588581323851909	0.733494429063906
"ACTA2_AS1"	109.439371122337	-0.179018498135935	0.273439469803885	-0.654691505452121	0.512666395488275	0.670932947948638
"ACTB"	71184.5416554264	0.0704613893199627	0.118382636236082	0.59520037363796	0.551709540573727	0.703528008178128
"ACTC1"	38.6289612939833	0.0634237930988409	0.230059483545782	0.275684323555475	0.782790537198735	0.871747469232995
"ACTG1"	34638.1053289194	0.0877038273516201	0.170889995724848	0.513218032334867	0.607798813525567	0.747728419992867
"ACTG1P20"	237.647181267079	-0.148771207457785	0.11882656913919	-1.25200288568055	0.210568812465388	0.370821340741755
"ACTG1P4"	176.708749821728	-0.583204541393889	0.247463915546483	-2.35672558605557	0.018436865578394	0.064350995144429
"ACTG2"	21.0246855357322	-1.17721267745769	0.788123998841542	-1.49368967216842	0.135256749188089	0.274624305441143
"ACTL10"	353.525714934938	-0.0241449727426131	0.14086994329704	-0.171399037846566	0.863910011272044	0.923221149230034
"ACTL6A"	664.642874868765	-0.0713641161597172	0.073899558867218	-0.96569069225357	0.334198978371776	0.505538525080618
"ACTN1"	3285.36890891197	0.0719308685951127	0.132070399382072	0.544640350386318	0.586000897309345	0.731340365334313
"ACTN2"	72.5084261310284	0.199329243017172	0.203164068749739	0.981124488418812	0.32653135567491	0.497693645132322
"ACTN3"	32.3575641387913	-0.783891195606212	0.342223019151573	-2.29058582192866	0.0219873797200285	0.0734203584910454
"ACTN4"	32130.4690036077	0.225476045542247	0.102399959288753	2.20191538266571	0.0276712861873447	0.0872658311568893
"ACTR10"	1531.78276496254	0.0490396576309638	0.0781932663839109	0.627159599526005	0.530554622786127	0.685822339904759
"ACTR1A"	3915.92071623463	-0.107591778617012	0.0426154828121386	-2.52471100917261	0.0115793466556518	0.0453466214278671
"ACTR1B"	3563.29844615977	-0.21463745656561	0.0679995744758022	-3.15645293695168	0.00159700656978305	0.0101214491681821
"ACTR2"	5365.47369615954	0.114783434775278	0.0590155381707306	1.94496972040164	0.051778622738863	0.138808292979143
"ACTR3"	3337.36809761947	0.242445709298367	0.0781778174660707	3.10120846496628	0.00192732552668889	0.0117382944191988
"ACTR3B"	606.211199070241	-0.071754345682187	0.0732503564938287	-0.979576743605777	0.327295089375839	0.498255842303049
"ACTR3C"	841.819564651433	-0.154714335213526	0.0942257623470589	-1.64195365852994	0.10059960829696	0.223065307355095
"ACTR5"	559.210584234067	-0.155790798908849	0.0849387183650826	-1.83415528168474	0.0666309473020858	0.16624744963226
"ACTR6"	399.716277224591	0.704616095226389	0.108499920420243	6.49416232285943	8.34966838450151e-11	2.13963367900756e-08
"ACTR8"	1957.78236656126	-0.10923733222001	0.0866934487947206	-1.26004137266094	0.207654437761654	0.367586250327853
"ACTRT3"	113.92479861456	-0.659870658965971	0.181423538493743	-3.63718326984748	0.000275635815215742	0.00274500656115955
"ACVR1"	3733.87536138188	-0.121730645723729	0.105077893022236	-1.15848007818324	0.246668176901745	0.412989785467653
"ACVR1B"	7373.86377559172	0.0397710989277349	0.0679631534895408	0.585186191130102	0.558422528914061	0.708701586356574
"ACVR1C"	126.147545674449	0.0585856814787709	0.177285851555855	0.330458866089001	0.741053268542976	0.842759724952929
"ACVR2A"	1294.56684914837	0.0224760410068883	0.0847680456520901	0.2651475663263	0.790895785583094	0.876852097767971
"ACVR2B"	2499.48063555086	-0.0530126359083713	0.126309547967665	-0.419704105994761	0.674701625195808	0.798122654195041
"ACVR2B_AS1"	474.350469577825	-0.1105335593013	0.104689409394714	-1.05582369735749	0.291048769510426	0.460841959977433
"ACVRL1"	1996.10800570799	-0.273657886686289	0.10427688302797	-2.62433895931552	0.00868173373205314	0.0363996792296997
"ACY1"	216.994289240917	-0.388097444671217	0.219705392699983	-1.76644478272402	0.0773212575735295	0.18502141759999
"ACY3"	4406.91586814466	-0.591257523311145	0.132166782392018	-4.47357129083634	7.69238949964988e-06	0.000202252121469355
"ACYP1"	315.804548808578	0.0080076873641421	0.102430739312087	0.0781766041905077	0.937687572201443	0.967490326181388
"ACYP2"	663.703484718482	-0.0914223886558316	0.0916986442987404	-0.996987353029901	0.318770648736142	0.489839189846132
"ADA"	217.819270956137	-0.18459953812998	0.13217452617497	-1.39663476368821	0.162523430789935	0.311062797409449
"ADAL"	859.694303024471	-0.134161020350796	0.100985663904275	-1.32851550570553	0.184007864617868	0.339056246748927
"ADAM10"	3893.29419023899	0.24353931960768	0.062818395558342	3.87687901677615	0.000105804935595163	0.00134460765302246
"ADAM11"	90.7237532389426	-0.133221411282799	0.206313775893776	-0.645722326130032	0.518459199017462	0.675240183893254
"ADAM12"	479.802724342079	-0.127873770541573	0.136282660169995	-0.938298169276023	0.348091200316527	0.519098220987965
"ADAM15"	2297.35168255809	-0.23079864769111	0.129473645843428	-1.78259170959173	0.0746527903518227	0.180167803985162
"ADAM17"	1638.33043142675	0.196053407244387	0.080612971141963	2.4320330148746	0.0150143386783472	0.0552704075404251
"ADAM19"	544.658032551716	0.378246883619137	0.204185784341213	1.85246433702286	0.0639591740914849	0.161463764148905
"ADAM1A"	575.446005036515	-0.381807371911721	0.100841887875586	-3.78619817573007	0.000152969695220259	0.00176619818240526
"ADAM20"	155.880048774359	0.0564496622962418	0.212639971364892	0.265470607120116	0.790646949893013	0.876743362572702
"ADAM20P1"	103.818899708763	0.326869706956979	0.206510245366018	1.58282561902745	0.113461215770039	0.241923060539686
"ADAM21"	69.7765940527104	-0.152432823256714	0.251844749601458	-0.605265043237698	0.545002904285078	0.698347254546645
"ADAM22"	1448.4836386161	-0.204246679640025	0.0595549722493958	-3.42954873330661	0.000604585850910937	0.00491018660089398
"ADAM23"	116.439306261886	0.176367620371901	0.329590674141866	0.535111076279988	0.592573051219954	0.736437692102453
"ADAM28"	925.230371265545	0.337691250588606	0.135121275832371	2.49917156649364	0.0124484028061473	0.0478349659307838
"ADAM32"	63.1052031214539	0.143757048215541	0.234616748176171	0.612731398474568	0.540053957765885	0.694181807358125
