"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"AP4B1"	449.842509186668	-0.0675763138457753	0.0933942777351639	-0.723559467287706	0.469336233097292	0.632200987450761
"AP4B1_AS1"	53.7206987559575	0.0338370096135421	0.174402923929848	0.19401629772648	0.846163120634669	0.912605981416963
"AP4E1"	853.710750466139	0.0943043437618021	0.0747590991972086	1.26144301863556	0.207149277476713	0.366923813559008
"AP4M1"	644.794596198191	-0.0114715559474675	0.0631012653158237	-0.181795973346209	0.855742844670251	0.918150787410545
"AP4S1"	1098.96499773706	-0.162611809513705	0.068416988228672	-2.37677532618366	0.0174647221740876	0.0617487263193801
"AP5B1"	4350.18791345827	-0.167664961007292	0.0956072492907013	-1.75368460290593	0.079484565262915	0.188837873745664
"AP5M1"	2216.00295212485	0.145211669297964	0.0740347117366187	1.9613998068171	0.0498324025248657	0.134796376007191
"AP5S1"	817.248112638264	-0.22179505643138	0.104512339542064	-2.12219013949173	0.0338217742556989	0.101238476099956
"AP5Z1"	2406.77921498316	0.138438297708467	0.0818377533394229	1.69161899074005	0.0907186431895186	0.207756220477637
"APAF1"	1010.03278091631	0.193302628743619	0.0683825476437175	2.82678308141943	0.0047018165808549	0.0228241361315995
"APBA1"	710.160875418657	0.061311124840281	0.104837874829728	0.584818463173342	0.558669788366266	0.70877126996678
"APBA2"	150.963445891706	0.0982033060195132	0.202218708571256	0.485629181955284	0.627230102355901	0.761592194296214
"APBA3"	1313.91464710487	-0.0301360553155471	0.109923388963303	-0.274155078366514	0.783965448209741	0.872477158202171
"APBB1"	2980.47562083652	-0.122314347891117	0.0770109182599886	-1.58827281448826	0.112224662063186	0.240386725886468
"APBB1IP"	556.122560408365	0.862635077285463	0.259818405363003	3.32014614622948	0.00089970335355983	0.00665245774214846
"APBB2"	5026.19337386733	0.0961334817064227	0.0673293030152661	1.4278104391579	0.15334642730705	0.29894456800667
"APBB3"	1425.48140717224	0.129132228361664	0.0681247925721155	1.89552471994637	0.0580229199534682	0.150301073126297
"APC"	3634.97870831733	-0.00128103919920158	0.0737952079728817	-0.0173593819218226	0.986149912799329	0.993244943604288
"APC2"	655.162344304367	0.117575394108927	0.123577870163746	0.951427581274344	0.34138736461854	0.512081046927809
"APCDD1"	269.110617577651	-0.897929930729624	0.285201037603481	-3.14841046258053	0.00164161005485955	0.0103392527629801
"APCDD1L"	596.425781361279	0.00179523749999091	0.193600702019934	0.00927288734627661	0.992601412382195	0.995690820635192
"APCDD1L_AS1"	292.13104620389	0.04552132307961	0.232923391321738	0.195434742819501	0.845052620129426	0.911694635855355
"APEH"	7210.85838355511	-0.234292134189776	0.0479474174777794	-4.88643907251846	1.02676081743033e-06	4.46290037328135e-05
"APELA"	49.6045367959381	-0.352516831339125	0.607885574268472	-0.579906558505428	0.561977632700382	0.711495758117606
"APEX1"	2989.44277772101	-0.151213088322526	0.068963254871104	-2.19266170956043	0.0283317614509816	0.0887781840052834
"APEX2"	1131.25619233399	-0.189430301515562	0.0926158177451262	-2.04533422181581	0.0408219190414501	0.116230767499611
"APH1A"	5910.02015255079	-0.354107123202525	0.0956513202293426	-3.70206205574042	0.000213854292964143	0.00226645947895146
"APH1B"	814.883057010216	0.172359106041838	0.091822061579387	1.87709906614132	0.0605045173827833	0.154929464421328
"API5"	3442.48237580245	0.164946560193137	0.0661813386758359	2.49234245624835	0.012690361481974	0.0484492380058434
"APIP"	544.601151499648	-0.0991968616739288	0.129637000198532	-0.765189425256789	0.444158755693004	0.609768245361681
"APLF"	489.139951012819	-0.0121415060647968	0.113913973440152	-0.106584870127243	0.915118322092093	0.953435674009294
"APLN"	599.758705188162	0.0397721379230147	0.112482129170798	0.353586282694054	0.723648955925336	0.832187560780601
"APLNR"	1290.40885729265	0.182066868474163	0.146019498898819	1.24686682153541	0.212446334034852	0.372992239395068
"APLP1"	240.46745455104	0.392200434237442	0.15893781001392	2.46763456853403	0.0136009088741573	0.0510859777861315
"APLP2"	32947.5216388152	0.28138082780739	0.0915300629857926	3.07419025649601	0.00211074776802927	0.0125526250188066
"APMAP"	2870.64229805291	-0.110093214668198	0.0544996590905521	-2.02007162072842	0.043375959058385	0.121324605809217
"APOA1_AS"	111.351431706475	0.151589915047764	0.235289873732238	0.644268759395375	0.519401170125161	0.675985346412894
"APOB"	343.624429075383	0.588829889810207	0.39122330824596	1.50509920395646	0.132298573653461	0.270344466919337
"APOBEC2"	207.290529147643	-0.0450328700421431	0.14482841351122	-0.310939469337309	0.755846638480403	0.852642888844863
"APOBEC3C"	247.703708080544	0.168200679005617	0.161644666602516	1.04055817331247	0.298080651952448	0.468486517152287
"APOBEC3D"	202.433428515	0.0828593514947987	0.169614856681452	0.488514703935481	0.625185313251926	0.760292296587499
"APOBEC3F"	489.738379286914	-0.0874298000378428	0.101456001091517	-0.861750897898863	0.388824610466608	0.558934725315106
"APOBEC3G"	183.838436840471	-0.11804677471318	0.148224877577982	-0.796403253233078	0.425797687949306	0.593097558364565
"APOBR"	127.918546452824	0.982474052575229	0.222834233177866	4.4089906589488	1.03853504006476e-05	0.000252558188425946
"APOC1"	92.079242075914	0.351045829732501	0.330457605155334	1.06230216601458	0.288098531414795	0.457572958914026
"APOC3"	398.31765268211	0.97100052451066	0.456596768434147	2.12660402271485	0.0334529979839718	0.100411629787904
"APOD"	471.664872439609	0.0371755828430211	0.191060946738638	0.19457447206035	0.845726089418054	0.912191935495576
"APOE"	85082.6860461801	0.17401324347959	0.135086435447191	1.28816222667757	0.197689497854968	0.356227013924427
"APOH"	959.555751138779	0.517926596664975	0.224477087450265	2.30725818188338	0.0210404313003274	0.0710688894344524
"APOL1"	1939.1746612979	0.274909813852382	0.118797935683293	2.31409588282132	0.0206624632154414	0.0701233111179902
"APOL2"	1720.41313993196	0.0315017565562182	0.0925375583919858	0.340421306803643	0.733539275323978	0.838546895135321
"APOL3"	1104.47350788105	0.0399226339651799	0.100464540703959	0.397380346194192	0.691087006387374	0.80975041374905
"APOL4"	99.4580381882506	-0.120035894511173	0.179854719647779	-0.667404751714314	0.504513631541893	0.664518184882453
"APOL6"	3446.82645074434	-0.146792659640042	0.110863519240929	-1.32408442962226	0.185475006087242	0.340905793205003
"APOLD1"	695.423270238579	1.84438026036401	0.568641056285291	3.2434876799305	0.00118075917015696	0.00817108189940542
"APOO"	599.420375956476	0.184370748505936	0.0733285356632926	2.51431106373818	0.0119265187670421	0.0462122321623439
"APOOL"	2422.23383402168	0.339424718717577	0.122146822476086	2.77882561197226	0.00545558049186692	0.0255850482012737
"APOPT1"	982.131467706625	0.00514896581441552	0.072088374298342	0.0714257446437372	0.943058920668885	0.970764350918166
"APP"	37471.7949244924	0.36270841371349	0.120583332653649	3.00794816108869	0.00263017998843833	0.0148887438910312
"APPBP2"	2331.5278095923	0.268017176260496	0.076503576156397	3.50332872953005	0.00045948203232021	0.0040228694609412
"APPL1"	2303.5101028199	0.088325101743518	0.0627033356573381	1.40861886879827	0.158947896413605	0.30607554250579
"APPL2"	2985.69910581746	0.131209410893014	0.0729518601069405	1.79857526183258	0.0720858934707197	0.176044120855417
"APRT"	2669.18674239196	-0.47989687835738	0.135145901733468	-3.55095398529971	0.000383837518402971	0.0035072412737949
"APTR"	407.449297449336	-0.170351689184196	0.0954466525379315	-1.78478432354133	0.0742963070821104	0.179610433158653
"APTX"	1181.11152935716	-0.133595797383948	0.0593722067924915	-2.25014033672137	0.0244400382390782	0.0795471121377695
"AQP1"	90441.5081474776	-0.289931394732358	0.0819684439780205	-3.53710990061129	0.000404531296443834	0.00365739748743769
"AQP11"	682.873280291598	0.044788522454929	0.0971302216496188	0.461118297624155	0.6447137347722	0.775961451966625
"AQP2"	30624.6315004307	0.356096550424037	0.32052122449223	1.11099210664806	0.266571746917778	0.434146302677985
"AQP3"	8563.58823703253	0.355994114640888	0.102373770564804	3.47739574968119	0.000506309899647014	0.00430551494157483
"AQP4"	207.942757201753	0.393653363708645	0.35741523308308	1.10138944082761	0.270727199064389	0.438418721065507
"AQP4_AS1"	84.5601809739111	0.303356447703613	0.304687832157886	0.995630332708584	0.319429791156157	0.490500857200613
"AQP5"	190.873310964348	0.765807595046175	0.257100753858116	2.97862835310391	0.00289541732627084	0.0159895207702619
"AQP6"	2819.41250074535	0.35228893722041	0.230222251802044	1.53021236853909	0.125964170821896	0.261066978372903
"AQP7"	3245.74400352311	0.105804189339729	0.109598482103406	0.965380061011268	0.334354484611539	0.50559557392069
"AQP7P1"	414.920520520893	-0.13158551283628	0.233576718104313	-0.563350294088449	0.573196376960671	0.72112615197756
"AQP7P3"	160.103270908694	-0.180298740447605	0.302277946691898	-0.596466736726175	0.550863468835779	0.702814512628482
"AQP9"	118.548441101379	0.460139715154691	0.188470691702468	2.44143909590515	0.0146288556276197	0.0540832950625761
"AQR"	2827.09710205838	0.0454752061417458	0.0683008123463818	0.665807690706842	0.505534028504924	0.665435283094992
"AR"	3223.1390998122	-0.13731697856278	0.109677085957985	-1.25201155157772	0.210565654768065	0.370821340741755
"ARAF"	4459.01391223451	-0.090473552617445	0.0574615588143521	-1.57450571276266	0.115370581860721	0.24478466633301
"ARAP1"	8721.85815088608	0.297679618824886	0.140109625082624	2.1246193375319	0.0336183889727935	0.100749540979908
"ARAP2"	1522.086842529	0.386621493606955	0.0876250336040063	4.41222648032489	1.02313005774336e-05	0.00024987368366139
"ARAP3"	2381.88684393233	0.157560661537088	0.122670858661601	1.28441802116779	0.198995730741965	0.357754733100398
"ARC"	134.129733646733	1.49798586014421	0.483260506902687	3.09974814566391	0.00193685259404611	0.0117796040337151
"ARCN1"	5561.88932610477	0.0195716430678162	0.0679107925274861	0.288196357889577	0.773196436558364	0.8650679024995
"AREL1"	3725.7715075564	-0.240675240394792	0.0535540863762973	-4.49405930863408	6.98781525586076e-06	0.000189237783117495
"ARF1"	11023.2798211012	-0.0731494170491971	0.0657294549423406	-1.11288640858753	0.26575721802017	0.433189563864834
"ARF3"	10155.5811741807	-0.0168449097718636	0.0513457764803668	-0.328068069596816	0.742860195864238	0.843808581064711
"ARF4"	2321.08856122967	0.0424428145532071	0.0830517207168936	0.511040760948061	0.609322515186536	0.748423112264819
"ARF5"	2690.83719304872	-0.44581088758935	0.12296783202934	-3.62542691232437	0.000288484480434515	0.00282704911220331
"ARF6"	3303.66545597188	0.137133415709241	0.0859158828132022	1.59613579257977	0.110458479000032	0.237532768781507
"ARFGAP1"	3529.06302870679	0.0402631414382019	0.0728310626569386	0.552829245782891	0.580380340295151	0.7269149447423
"ARFGAP2"	4504.02623196985	-0.238482597561118	0.0478180557555598	-4.98729180417147	6.12315471736603e-07	2.99045857219807e-05
"ARFGAP3"	2306.71815585804	0.126406481086575	0.0790129802718463	1.59981917719937	0.109638703234231	0.236184052174218
"ARFGEF1"	8269.07566605521	0.241065586540815	0.0626028903776826	3.85071016827607	0.000117775811741274	0.00145474310200426
"ARFGEF2"	8896.19194035795	-0.0499874887699034	0.0559070422475839	-0.894117927908512	0.371258798056957	0.542618737025614
"ARFGEF3"	1667.76806742374	-0.289424349913264	0.227220084295736	-1.27376218000415	0.202747712322225	0.361847762251588
"ARFIP1"	1162.14485435511	0.210524206025363	0.061761596213241	3.40865876099603	0.00065283085731666	0.00521565983679373
"ARFIP2"	2315.82215244188	-0.24085115695327	0.07053550405512	-3.41460885804483	0.000638736640959727	0.00514374736802887
"ARFRP1"	1950.88024825198	-0.0909421043409015	0.0493532452773556	-1.84267729163147	0.0653761414647723	0.163988554728647
"ARG2"	2354.6934692152	0.50427894375333	0.144146826837186	3.49837006348335	0.000468111121618029	0.00407386894821972
"ARGFXP2"	143.859073128485	-0.0955248115428661	0.110187549161637	-0.866929269864583	0.385980764956842	0.555948301471814
"ARGLU1"	2789.90708173778	0.23728327975198	0.0756109178599236	3.13821451277141	0.00169980428772469	0.0106200654352057
"ARHGAP1"	5062.39309636651	0.0546509824407391	0.0859424267695251	0.635902248691425	0.524840136922133	0.681235710706348
"ARHGAP10"	2130.75282888685	-0.0294681600716477	0.0641440620531958	-0.459405892430218	0.645942717628791	0.776908707782751
"ARHGAP11A"	83.8965740344588	0.493857590824912	0.182715281189799	2.70288061080073	0.00687414324433494	0.0304452857491902
"ARHGAP12"	3070.1676600604	0.0440769447881729	0.0892414312103049	0.493906744775327	0.621372040966413	0.757425386677482
"ARHGAP15"	191.548214253071	0.294811152632399	0.184005609167929	1.60218568317309	0.109114555020468	0.235409560388046
"ARHGAP17"	2510.79880278868	0.224326892146999	0.0553216600232637	4.05495590791501	5.01437604106704e-05	0.000787352045899625
"ARHGAP18"	2866.02568254225	0.221711257032908	0.0598233299288314	3.70610023374937	0.00021047503006665	0.00224450049143746
"ARHGAP19"	543.806873165904	0.127916838890046	0.111916964711556	1.14296200955527	0.2530543647042	0.420066054119774
"ARHGAP20"	112.085706220016	-0.206825720781652	0.159952884964156	-1.29304151549377	0.195996700859654	0.353882359560353
"ARHGAP21"	4257.34614968754	0.0590959072772886	0.069882176544967	0.845650639391036	0.397747666970313	0.566575101154344
"ARHGAP22"	121.903977039939	0.199033371413202	0.20219739292273	0.98435181846911	0.324942559385286	0.49621442693996
"ARHGAP23"	3312.30159960333	0.136716238100287	0.119827798732904	1.14093924403157	0.253895206903176	0.420846380316725
"ARHGAP24"	8700.2079343466	0.0674447243402807	0.107214092023928	0.629065853817316	0.529305944064556	0.685188400335095
"ARHGAP25"	551.378902390689	0.0407641069560612	0.105801111829113	0.385289967669739	0.700022593537008	0.81609885981102
"ARHGAP26"	2726.99173565968	0.0275926303674271	0.108704697151388	0.253831077133679	0.799626063458909	0.88265268635245
"ARHGAP26_AS1"	93.5689669032179	1.31134531924667	0.312092155804454	4.20178878211959	2.64814156831037e-05	0.000499625742706822
"ARHGAP27"	93.2735005185948	0.163288638812053	0.228002547663077	0.716170237945531	0.473886237924514	0.636382699955102
"ARHGAP27P1"	955.227759442973	0.195553928176854	0.109697043247195	1.78267273563778	0.0746395920194455	0.180162243255428
"ARHGAP27P1_BPTFP1_KPNA2P3"	960.268820466905	0.195364057458427	0.116147832429124	1.68202930155966	0.0925631581444669	0.210657068016491
"ARHGAP28"	1366.86691524282	0.318111410236838	0.121265159323809	2.62327128427218	0.00870898965831492	0.0364961297153061
"ARHGAP29"	5305.48908834028	0.160383121449384	0.10553608383439	1.51969938264017	0.128586546843781	0.264880640004802
"ARHGAP30"	661.322089864714	0.138769256363209	0.134997242362075	1.02794141521067	0.303977386489122	0.47466919041671
"ARHGAP31"	4133.28385095071	-0.144033878603993	0.0660452059522362	-2.18083775388872	0.0291954190363397	0.0908401865594267
"ARHGAP31_AS1"	115.924636730988	0.0557906667032454	0.16150649181425	0.345439158986938	0.729764242266866	0.836304475581616
"ARHGAP32"	4823.02088612108	-0.0725474985298569	0.069467979852863	-1.04433004505841	0.296332716760603	0.466679179422381
"ARHGAP33"	784.029160532774	0.708125089184479	0.183212282443204	3.86505249397785	0.000111065309908996	0.00138884217467411
"ARHGAP35"	14106.1895836698	-0.175632055229213	0.036541760505748	-4.80633808547855	1.53719866779708e-06	6.16639344098318e-05
"ARHGAP39"	1159.55402900887	0.119266996909842	0.111064427321297	1.07385415642414	0.282888052869273	0.451721073261955
"ARHGAP4"	1467.4928590772	0.118283057070677	0.114849784600721	1.02989359084906	0.303059959698724	0.473969434147148
"ARHGAP40"	91.2390946989073	0.074833656600191	0.361843526447005	0.206812202321246	0.836156526096305	0.90591098608869
"ARHGAP42"	1502.83227441413	0.217049520414921	0.0944452327883894	2.29815220955867	0.0215531276092324	0.0723989946551352
"ARHGAP44"	875.192794506143	0.0406118013550701	0.106948725324085	0.379731513695041	0.70414472478365	0.819513339195396
"ARHGAP45"	1609.095367315	0.0587033853945309	0.151188068111624	0.388280544409029	0.697808433376606	0.814513086725334
"ARHGAP5"	7261.76861704342	0.302448268445321	0.0935376069486468	3.23344030611525	0.00122308893945805	0.00836288888950827
"ARHGAP5_AS1"	158.272959308037	-0.0162949099456636	0.136451810398054	-0.119418788934559	0.904943576392883	0.948359657150059
"ARHGAP6"	2877.22649350056	-0.0366006128682177	0.10876264522834	-0.336518230053868	0.736480106768303	0.840686172368164
"ARHGAP9"	326.49659497599	0.150017168994525	0.196445575969653	0.7636576606729	0.445071278065376	0.610596768854037
"ARHGDIA"	8359.42311005723	-0.0234502943017605	0.111297731369894	-0.210698762797099	0.833122340079772	0.904482648754285
"ARHGDIB"	2016.95801215239	-0.0197817936663854	0.0975481739545517	-0.202789994568242	0.839299178634646	0.907768794484776
"ARHGEF1"	3414.89337366704	0.315434119618399	0.0874266890047663	3.60798428042039	0.000308585181569051	0.00297478887274511
"ARHGEF10"	1737.54792996403	-0.0769593774468991	0.0846244473682504	-0.909422511345969	0.363127143509449	0.533696064593807
"ARHGEF10L"	11933.0149021319	-0.0361333768079583	0.110015543790771	-0.328438832940526	0.742579885495346	0.84365762665892
"ARHGEF11"	5339.51197162273	-0.10264140591845	0.0462927400573208	-2.21722468342459	0.0266077416534743	0.0848807722869752
"ARHGEF12"	29367.771555444	-0.0864060640095245	0.0643260312003956	-1.34325190590949	0.179190419417473	0.333281368321806
"ARHGEF15"	1856.14722582726	-0.0229063984672204	0.115826006553843	-0.197765589514408	0.843228469980038	0.910470385578722
"ARHGEF16"	2538.69587034042	-0.151024529300379	0.0924147896180856	-1.63420303097052	0.102216226348115	0.225688064579576
"ARHGEF17"	13014.6689284585	-0.0941662705752044	0.098853227940588	-0.952586703914206	0.340799516569021	0.511540164650781
"ARHGEF18"	4221.09653161243	-0.0706309673661303	0.0706665818922804	-0.999496020251774	0.31755446601205	0.488407473525118
"ARHGEF19"	282.709797645676	-0.187020911921389	0.153626462140175	-1.21737433327563	0.223461823994852	0.38624159797178
"ARHGEF2"	2887.70170710281	-0.131239417836141	0.105147023362737	-1.24815152763184	0.211975571230195	0.372394206738077
"ARHGEF25"	649.387648866203	-0.227770807128703	0.160276996137695	-1.42110728686869	0.155285571919539	0.301246616827154
"ARHGEF26"	698.344665987567	0.302568941124393	0.158573327258277	1.9080695748509	0.0563822244734615	0.147340397562384
"ARHGEF28"	9665.1902548958	0.222991903175713	0.11539264029003	1.93246209303505	0.053302496458765	0.14175194574048
"ARHGEF3"	3735.70406649926	0.235036970849351	0.0803383287161614	2.92558949887726	0.00343804267175053	0.0182739231938597
"ARHGEF33"	190.144468961882	-0.196205793814	0.169043116390422	-1.16068490692542	0.245770061961831	0.412072870490496
"ARHGEF34P"	844.521523048381	0.145320601808832	0.135532559542345	1.07221912062709	0.283621624191046	0.452513675842029
"ARHGEF35"	264.721635812841	0.12743098508293	0.213609960736579	0.596559189672228	0.550801724971092	0.702787961952191
"ARHGEF37"	1578.69149704446	-0.00206649434672595	0.124752935808677	-0.016564695117838	0.986783889906647	0.993512419483643
"ARHGEF38"	581.864991509143	0.0580391502321934	0.138328533301763	0.419574680992108	0.674796187755216	0.798124534828417
"ARHGEF38_IT1"	40.5548684282204	-0.0888844874837933	0.240907602725986	-0.368956755527938	0.712159958249183	0.824593628485313
"ARHGEF39"	132.821761773166	0.0458999093804247	0.156119603618506	0.294004777853432	0.768754252443895	0.862202227639949
"ARHGEF4"	279.609360317217	-0.296922080880743	0.202588562483235	-1.46564088930398	0.142746145554096	0.284480483085596
"ARHGEF40"	3899.14090784406	-0.152108356777622	0.0841383359724275	-1.80783652326412	0.0706319475114204	0.173438201776827
"ARHGEF5"	2055.83199963075	0.396215100433167	0.141157391263922	2.80690296757017	0.00500203063448117	0.023935302107973
"ARHGEF6"	1580.71020439794	0.102305195304346	0.102587598677526	0.997247197743002	0.318644536608622	0.489689227446601
"ARHGEF7"	5503.61682923154	0.200362850246077	0.0713961914057732	2.80635207986563	0.00501059115238613	0.0239629079374143
"ARHGEF9"	2484.60820959696	-0.0299958925895184	0.075635038002049	-0.396587261431743	0.691671847763938	0.810167384301846
"ARID1A"	9650.266843699	0.0560042350264923	0.0697711527093072	0.802684674851611	0.422157012940875	0.589556999770773
"ARID1B"	8536.51205771952	-0.0199430871250154	0.0503730591033572	-0.395907802305504	0.692173044974237	0.810359291453302
"ARID2"	3739.37133204667	0.06319659875395	0.0468335359021645	1.34938773117554	0.177212459474069	0.330569395557398
"ARID3A"	1184.50700801712	0.221437743265558	0.124059561728999	1.78493088464456	0.0742725283221328	0.179578233877299
"ARID3B"	808.26882006123	0.0825051150475084	0.125563927742323	0.657076570723576	0.511131682986803	0.669894646198505
"ARID4A"	1938.07000086385	0.799416969304952	0.191113657546215	4.18294003457936	2.87763313293962e-05	0.000524480714006798
"ARID4B"	2388.05262025	0.394494483929824	0.0862656040603917	4.57302175330102	4.80740206075416e-06	0.000142553170951793
"ARID5A"	791.6839910581	0.391495776921744	0.256793924717319	1.52455233258616	0.127370794457971	0.263206153899111
"ARID5B"	8789.8132011319	0.319259333920066	0.168815347907228	1.89117481246737	0.0586010124423641	0.15120181615248
"ARIH1"	4187.93193939613	0.187010865531357	0.0699007199546974	2.67537824578286	0.00746449807232245	0.0324614912370071
"ARIH2"	3678.94220590074	-0.100274450464486	0.0475965139051416	-2.1067603956107	0.0351383540611418	0.104321355849169
"ARIH2OS"	122.622373807253	-0.199279421318682	0.13189272985592	-1.51092043918095	0.130808722657209	0.268121923409366
"ARL1"	3033.13794308844	0.102612472309948	0.072254620768879	1.42015100512637	0.155563723906531	0.301589157153481
"ARL10"	635.251258474124	-0.0974448121317442	0.109236164210704	-0.892056333503111	0.372362738463295	0.543839336905261
"ARL11"	44.8990305674826	-0.256800799603717	0.2560434283951	-1.00295797948561	0.315881136138706	0.486923507054834
"ARL13B"	490.394992565007	0.301305923642246	0.0832715220343126	3.61835494634156	0.00029648159455608	0.00288892877237987
"ARL14EP"	613.691882150629	0.106093776413827	0.0884507572185184	1.19946713572753	0.230346356235185	0.394435505577319
"ARL15"	935.91151228026	0.54684243499032	0.0835900453945916	6.54195643044479	6.07191946277316e-11	1.68143202026375e-08
"ARL16"	1531.6930099635	-0.296082632672205	0.0895564100187327	-3.30610207142372	0.000946036185347111	0.00689848934333097
"ARL17A"	268.679927259695	0.191354117640247	0.380262193373526	0.503216257032112	0.614812236146333	0.752259926054474
"ARL2"	1486.40868463419	-0.386635567935093	0.103308861095237	-3.74252086254891	0.000182183402125633	0.00201540388601481
"ARL2BP"	1945.38721412226	-0.0236627514407116	0.0684523856529714	-0.345681910352593	0.729581780558004	0.836304475581616
"ARL3"	1369.93223702154	-0.179999708631375	0.0823501986971725	-2.18578353761222	0.0288314457345718	0.089968573576311
"ARL4A"	196.553999236924	0.196496654703918	0.201451490422895	0.975404323350624	0.329359739969198	0.500318270284065
"ARL4C"	536.285753024377	0.974112529107039	0.339367711263428	2.87037480814108	0.00409985508926691	0.0207886627370418
"ARL4D"	1071.94506264445	0.20958424264628	0.19281002850819	1.08699866012093	0.27703740184384	0.445110907005137
"ARL5A"	1166.42864181128	0.324749344652963	0.090637234537965	3.58295733876276	0.000339726107981254	0.00319253286695684
"ARL5B"	599.988533683078	0.427666023745602	0.146768929165162	2.91387302597501	0.00356975068293009	0.0187428285856962
"ARL6"	402.593877089177	0.330665452581323	0.101410003905288	3.26067882701344	0.0011114585646217	0.00781241141943553
"ARL6IP1"	4263.2080235283	0.230441475836026	0.0700711040856144	3.2886805316278	0.00100658206610485	0.00722794123502889
"ARL6IP4"	5011.3513193233	-0.420121092950361	0.120379714347788	-3.48996585700969	0.000483082262369958	0.00417625345550343
"ARL6IP5"	1766.22064550438	0.0791243699913047	0.143963837197457	0.549612816187858	0.582584966466477	0.728405763912658
"ARL6IP6"	409.645065209017	0.0105519125873522	0.104960040377415	0.100532665092446	0.91992145119776	0.956537845003571
"ARL8A"	2110.3795466796	0.0492715060524929	0.0936993159869839	0.525847019623253	0.598994502216963	0.741105920406215
"ARL8B"	2239.57092458774	0.466429254854492	0.0823328558954377	5.66516550144762	1.46882695940785e-08	1.3932756942582e-06
"ARMC1"	1075.32610871676	0.208691872278845	0.0709523617835621	2.94129563883234	0.00326842428056957	0.01751422486676
"ARMC10"	1067.76371758421	0.07882526644491	0.0710037491381193	1.11015639880615	0.266931637536836	0.43456754076142
"ARMC2"	548.028103993156	-0.0998944648872265	0.0868777811256902	-1.14982753464553	0.250214912061824	0.416779309842247
"ARMC2_AS1"	69.7394797717564	-0.199241490501538	0.174995074771191	-1.13855484654096	0.254888870585356	0.421597978716761
"ARMC3"	52.9323410834342	-0.36329490245387	0.24305050319005	-1.49473009800682	0.134984895915718	0.274202044247155
"ARMC4"	24.5653393867253	0.257694149872728	0.365214230495838	0.705597231309597	0.480438646546997	0.642518392472768
"ARMC4P1"	76.634012873509	-0.0940469341447352	0.284182620562928	-0.330938373213818	0.740691035922531	0.842738528545655
"ARMC5"	1546.13496726105	-0.0576476161426955	0.0975340287146352	-0.591051317190647	0.554486037388429	0.705824537929569
"ARMC6"	1007.29678175378	-0.159454218276438	0.0688849629108536	-2.31478992712522	0.020624431457289	0.0700387985882106
"ARMC7"	781.272416765304	-0.211587982789267	0.108431937309251	-1.95134374649982	0.0510161683873936	0.137287867561624
"ARMC8"	2162.96066258791	0.00904475161388667	0.0596508947840028	0.151628096219477	0.879480272046283	0.93276707476633
"ARMC9"	1456.19876638537	-0.207236092930372	0.073232539727183	-2.82983621355206	0.00465718387496178	0.0226986092909072
"ARMCX1"	637.978795243382	0.350831897397447	0.0788362077359883	4.45013665005724	8.58156684053194e-06	0.000219578123822791
"ARMCX2"	1251.45324241078	0.200257297210733	0.0643009799975626	3.11437395228383	0.0018433569898992	0.0113232902180964
"ARMCX3"	2277.34257484021	0.393608556568194	0.0837843976101937	4.69787416028764	2.62883309011526e-06	9.17366571629854e-05
"ARMCX4"	1713.08732287302	-0.062762559574008	0.106931515611923	-0.586941644049887	0.557242899889739	0.707783639597101
"ARMCX5"	456.272658506384	-0.0780238671497664	0.067717550780271	-1.15219564574828	0.249240686562006	0.415861355450251
"ARMCX6"	375.681595437505	-0.011653268499441	0.0892219026063407	-0.130609952926658	0.896083868882628	0.943362231666417
"ARMT1"	1044.52264610582	0.230917010619048	0.101934750280964	2.26534140695464	0.023491736929762	0.0772070504110039
"ARNT"	3964.16845376061	0.00441274213552098	0.0405185405992987	0.108906739242167	0.913276461300428	0.952256794112662
"ARNT2"	3951.01919297651	-0.174375460687501	0.102875099018932	-1.69502107264471	0.0900714233425745	0.2066323179274
"ARNTL"	1156.51378270353	0.631156756172461	0.262318307711576	2.40607207967516	0.016125082821862	0.0581376621101531
"ARNTL2"	80.1240488042563	0.265128117605698	0.275447514995403	0.962535884958419	0.335780486362584	0.506992803654842
"ARPC1A"	2554.96690529222	-0.134189249414076	0.0490291943125554	-2.73692544402494	0.00620163463972786	0.0282279600025153
"ARPC1B"	1524.18695439856	-0.0814575259764814	0.12828057390567	-0.634995022990625	0.525431661009374	0.681560606517826
"ARPC2"	4312.25213160237	-0.0386673200141861	0.0842882541488458	-0.458750989739365	0.646412993172784	0.777189403346185
"ARPC3"	2654.71675488217	0.0305403317328382	0.0707765211220488	0.431503714066049	0.666102152650612	0.791708655992409
"ARPC4"	2999.91178297717	-0.309340239775395	0.0856343458486004	-3.61233844563141	0.000303448158176735	0.00294174178732212
"ARPC5"	1223.78995827717	0.266218106733092	0.0976524333557221	2.72617995870445	0.00640720546602081	0.0288500683572282
"ARPC5L"	925.050115407221	-0.133192890959914	0.117124980275917	-1.13718602680782	0.255460527060991	0.422245229266198
"ARPIN"	2417.89504154739	-0.165583061362646	0.0733128477031362	-2.25858177045771	0.0239094128264805	0.0782502304265808
"ARPP19"	5224.22007896428	0.177491766714856	0.0718787363118665	2.46932230339661	0.0135369232171912	0.0508901762023114
"ARPP21"	116.629798500221	-0.00646764025580036	0.385455133242081	-0.0167792297936228	0.986612739789021	0.99344050961455
